date,payee,expenditure_code,description,amount,committee_name,position
12/16/2019,"RUSSO MCGARTY & ASSOCIATES, INC.","STAFF/SPOUSE TRAVEL, LODGING AND MEALS",,73,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/04/2019,"BELL, MCANDREWS & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,63,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
01/22/2020,"ANEDOT, INC.",OFFICE EXPENSES,,61,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/07/2020,"ANEDOT, INC.",OFFICE EXPENSES,,45,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
07/21/2019,"MERIDIAN PACIFIC, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,41,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
12/31/2019,"ANEDOT, INC.",OFFICE EXPENSES,,40,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/21/2020,"ANEDOT, INC.",OFFICE EXPENSES,,40,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/08/2020,"ANEDOT, INC.",OFFICE EXPENSES,,40,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,"MERIDIAN PACIFIC, INC.",,"TRS, WEB",37,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/18/2020,"ANEDOT, INC.",OFFICE EXPENSES,,33,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
12/16/2019,"MERIDIAN PACIFIC, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,27,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/30/2020,"ANEDOT, INC.",OFFICE EXPENSES,,26,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/10/2020,"ANEDOT, INC.",OFFICE EXPENSES,,23,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/16/2020,"ANEDOT, INC.",OFFICE EXPENSES,,23,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
09/03/2019,"ANEDOT, INC.",OFFICE EXPENSES,,20,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
09/17/2019,"ANEDOT, INC.",OFFICE EXPENSES,,20,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,JOEL FOX CONSULTING,OFFICE EXPENSES,,20,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/29/2020,"ANEDOT, INC.",OFFICE EXPENSES,,16,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/16/2020,"ANEDOT, INC.",OFFICE EXPENSES,,15,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"ANEDOT, INC.",OFFICE EXPENSES,,12,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,"MERIDIAN PACIFIC, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,11,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,"MERIDIAN PACIFIC, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,11,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
09/18/2019,"ANEDOT, INC.",OFFICE EXPENSES,,10,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/11/2020,"ANEDOT, INC.",OFFICE EXPENSES,,8,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/26/2020,"ANEDOT, INC.",OFFICE EXPENSES,,8,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/24/2020,"ANEDOT, INC.",OFFICE EXPENSES,,7,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
08/20/2019,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
12/18/2019,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
12/23/2019,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
01/29/2020,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/04/2020,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/08/2020,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/13/2020,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/09/2020,"ANEDOT, INC.",OFFICE EXPENSES,,4,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
01/14/2020,"ANEDOT, INC.",OFFICE EXPENSES,,3,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/23/2020,"ANEDOT, INC.",OFFICE EXPENSES,,2,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/26/2020,"ANEDOT, INC.",OFFICE EXPENSES,,2,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/18/2020,"ANEDOT, INC.",OFFICE EXPENSES,,2,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
01/09/2020,"ANEDOT, INC.",OFFICE EXPENSES,,1,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/07/2020,"ANEDOT, INC.",OFFICE EXPENSES,,1,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,GRASSROOTS LAB,,CHECK NEVER CASHED FROM 03/30/2020,-10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,CHECK NEVER CASHED FROM 03/30/2020,-15000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"CALIFORNIA STRATEGIES CAMPAIGNS, LLC",CAMPAIGN CONSULTANTS,CHECK NEVER CASHED FROM 03/30/2020,-20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
